id,text,meta,annotation_approver,labels
77494,"Delphine Bagarry, députée (La République en marche, LRM) des Alpes-de-Haute-Provence, avait pris les rênes de l'organisation.Réserver un salon de la questure, l'une de ces salles de réception à la disposition des parlementaires à l'Assemblée nationale; convier les uns et les autres, et même Richard Ferrand, le patron du groupe LRM.Un moment de convivialité et de diplomatie dans un contexte moins festif.Ce mercredi d'avril, après l'apéritif, les élus s'apprêtaient à vivre leur troisième soirée de débat sur le projet de loi asile-immigration au cours de laquelle une vingtaine de « marcheurs » allaient minutieusement s'opposer à l'essentiel du texte présenté par le ministre de l'intérieur Gérard Collomb.",{},,[]
77495,"« On a partagé une vision commune mais aussi une réflexion, c'est à reproduire », se félicite Delphine Bagarry.Une méthode de travail en petit groupe qui les convainc bien plus que les « grands-messes à 300 » députés, décrites par Martine Wonner lorsqu'elle évoque les réunions hebdomadaires de la majorité.Et toutes souhaitent travailler avec d'autres collègues.« Il y a des perles dans cette majorité », estime Sonia Krimi, qui voit « deux minorités à En marche! : d'un côté, les faux nouveaux qui sont un peu partout pour vendre les éléments de langage du gouvernement, et de l'autre une minorité silencieuse qui vient vraiment de la société civile.",{},,[]
77496,"Face à lui, des acteurs sceptiques prêts au bras de fer.« Vous jouez gros, si le texte ne bouge pas, nous aurons plus de difficultés à travailler avec vous à l'avenir », prévient un membre de la Ligue des droits de l'homme.Les députés veulent convertir les associations à leur méthode, « rompre avec le camp contre camp », explique Stella Dupont, et prendre en note les propositions pour améliorer le texte.« Se contenter d'être contre n'aurait pour conséquence que de faire voter le texte en l'état », poursuit l'élue.",{},,"[[170, 222, 'off']]"
77497,"« Dans certains quartiers difficiles, parce que ces gens-là iront vivre dans ces quartiers, on va ajouter du problème au problème », s'inquiète un autre enfant d'immigré.« Si on était dans un autre état économique, on n'aurait pas ce débat », résume Stéphane.Alexandra Valetta-Ardisson connaît fort bien ces voix sceptiques, majoritaires selon les enquêtes d'opinion.« Pendant la campagne des législatives, je me suis pris le sujet en pleine face », raconte l'élue d'une circonscription très particulière dans les Alpes-Maritimes.",{},,"[[132, 169, 'off']]"
77498,"A l'est, la frontière italienne, et notamment la vallée de la Roya où un collectif d'habitant, dont le médiatique Cédric Herrou, accueille des migrants à leur arrivée en France.Au sud, la côte d'Azur et un score du FN qui grimpe, alimenté par les craintes que suscite la crise migratoire.La députée, venue de la droite, ancienne assistante parlementaire de Michèle Tabarot, a en outre rencontré la police aux frontières « maltraitée par la population parce qu'ils font leur job .« De par le terrain je suis obligée de défendre le côté plus ferme », poursuit-elle.",{},,[]
77499,"Sa proposition ne fait par l'unanimité au sein de la majorité.« On est dans un pays qui vit en déficit sans interruption et qui a une propension à la dépense publique, l'article 40 est une glissière de sécurité bienvenue », plaide le président (LRM) de la commission des affaires économiques, Roland Lescure.« Ce n'est pas un tabou, mais ce n'est pas l'urgence », explique l'entourage de la chef de file du groupe LRM à la commission des finances, Amélie de Montchalin.Pour le député MoDem Jean-Noël Barrot, l'article 40 deviendra acceptable quand les élus auront accès aux moyens d'expertise.",{},,"[[364, 446, 'off']]"
77500,"La scène se passe dans l'hémicycle du Palais-Bourbon, mardi 16 janvier, peu après 19 heures.Le député des Alpes-Maritimes vient d'être élu questeur de l'institution.Elle aurait pu avoir lieu le 28 juin si le big bang du renouvellement parlementaire et de la recomposition politique n'avait contrarié son dessein.Cette victoire prend des airs de revanche pour M. Ciotti, qui accède à une fonction peu connue mais centrale, les questeurs ayant la main sur les finances de l'Assemblée.",{},,[]
77501,"La nomination, mercredi 14 février, du rapporteur du projet de loi asile-immigration à l'Assemblée nationale a donné une première indication de l'humeur de la majorité au sujet de ce texte.La députée de Paris, Elise Fajgeles, a été désignée par le groupe La République en marche (LRM) pour gérer un exercice qui s'annonce délicat.Depuis plusieurs semaines, des voix d'élus LRM s'élèvent pour prôner un meilleur équilibre dans l'approche gouvernementale des questions d'immigration.Ils craignent que le texte ne penche trop du côté de la fermeté, avec l'accélération de la gestion des procédures d'asile et le renforcement des reconduites à la frontière, plutôt que des mesures sur l'accueil des étrangers.",{},,"[[357, 386, 'off']]"
77502,"Tous deux, l'un dans un entretien au Figaro, l'autre sur France 2, ont évoqué un même ajustement : donner le pouvoir aux parlementaires de convoquer des ministres afin de demander des explications sur un dossier.Sauf que l'opposition n'a plus la main.Si le texte revient à l'Assemblée, seuls le gouvernement et les rapporteurs (issus de la majorité) auront le pouvoir de déposer de nouveaux amendements.Il reviendra à eux seuls de tirer d'éventuels enseignements de cette affaire, ou aux sénateurs qui reprendront la main sur le texte après son vote en première lecture.",{},,[]
77503,"A l'époque, il prévenait : « Les parlementaires sont prêts à faire des efforts, mais le gouvernement doit aussi en faire.»   Evoquant un « parallélisme des formes », il se disait notamment favorable à ce que le temps de parole du gouvernement dans les débats soit limité, à l'instar de celui des parlementaires.Il avait également défendu la possibilité de rattacherun organe commeFrance Stratégie pour venir appuyer les parlementaires, ou encore la possibilité que le gouvernement présente un programme de travail sur plusieurs mois aux assemblées.Rien de tout cela ne figure dans la copie du gouvernement.",{},,[]
77504,"« Des gamineries qui rendent un grand service à l'antiparlementarisme », enrage Joël Giraud.En rejoignant la tribu des « forçats », les macronistes ont eu envie de laisser leur empreinte sur la procédure budgétaire.Ils rêvent de voir leurs collègues se raisonner sur le dépôt d'amendement, même si une partie de l'inflation (3 000 amendements de plus qu'en 2017) est aussi imputable à la majorité.Ils ont convaincu leurs pairs de s'unir pour obtenir un outil d'évaluation des politiques publiques et de chiffrage.",{},,[]
77505,"« Certains se sont fait secouer sur le terrain, pendant les cérémonies de voeux », raconte ainsi le député LR Arnaud Viala, classé 20e sur 577.Des députés de la majorité sont rentrés particulièrement remontés à Paris en janvier.« S'il faut ­déposer des amendements pour que, une fois par an, on puisse éviter une étude totalement biaisée qui dit que je fais partie des bonnets d'âne, je le ferai », s'énerve l'un d'eux.A En marche!, la discipline parlementaire exige des ­députés qu'ils ne multiplient pas les amendements en dehors de ceux portés par le groupe. ­",{},,"[[399, 418, 'off']]"
77506,"Il est 14 h 30 ce jeudi 5 avril et Yaël Braun-Pivet, présidente de la commission des lois de l'Assemblée nationale, s'inquiète du temps qui s'écoule.Les débats en commission sur le projet de loi asile-immigration s'éternisent depuis mercredi matin.« En quatorze heures de débats nous n'avons examiné que 425 amendements », s'alarme la députée La République en marche (LRM) des Yvelines.« C'est un sujet sensible, c'est normal, tout le monde a envie de donner son avis sur tout », résume sa collègue Elise Fajgeles, rapporteuse LRM du texte.",{},,[]
77507,"Une proposition qui fait débat, certains soulignant aussi l'existence de contreparties « idéologiques » et « médiatiques .Le cas emblématique est celui de Cédric Hérrou, habitant de la vallée de la Roya, frontalière de l'Italie, dans les Alpes-Maritimes, déjà ­condamné pour avoir accueilli des personnes en situation irrégulière.La rédaction de l'amendement a été repoussée.Malgré la méthode de travail saluée par beaucoup de députés, il n'est pas dit que la majorité se rassemblera derrière le compromis proposé mercredi soir.",{},,[]
77508,"Quelques semaines plus tôt, Bénédicte Peyrol avait souhaité faire dessiner sa première carte de voeux d'élue par des élèves de la circonscription.Pensant bien faire, elle avait écrit aux écoles et aux mairies autour de ­Vichy en leur proposant de participer à un concours de dessin.Dans son courrier, elle soumettait deux propositions de thèmes.Le premier : « Dessine-moi une députée bleu-blanc-rouge .",{},,[]
77509,"Ce vote clôture l'épopée d'un texte très contesté et sur lequel de nombreux députés La République en marche (LRM) avaient exprimé leurs réserves.Alors que beaucoup d'élus étaient déjà partis en vacances, ils ont été huit élus LRM à s'abstenir, contre quatorze en première lecture.L'objectif de la loi Le texte, porté par Gérard Collomb, a pour ambition de réduire le délai de traitement des demandes d'asile, de faciliter les reconduites à la frontière des déboutés, mais aussi d'améliorer les protections et l'accueil des personnes qui obtiennent l'asile.La gauche et une partie de la majorité ont dénoncé un texte d' « affichage » et « répressif .",{},,[]
77510,"Elle est plutôt de gauche, lui plutôt centriste.Tous deux ont soutenu Macron dès le premier tour de la présidentielle.« On est plutôt d'accord avec ce qu'il fait et nous apprécions la rapidité de la mise en oeuvre », relate l'homme.Une opinion ternie par d'autres aspects de ce début de quinquennat.",{},,[]
77511,"En octobre 2017, si le vote de la loi anti­terroriste s'est déroulé sans anicroche, ce serait, à en croire certains députés, grâce à elle.« On avait une grosse pression.On avait très peur des critiques sur l'amateurisme des députés et que le groupe se fracture », se souvient Raphaël Gauvain, rapporteur du texte préparant la sortie de l'état d'urgence.Depuis, discrètement, Marie Guévenoux monte.",{},,"[[95, 123, 'off']]"
77512,"« Le mouvement des gilets jaunes, c'est l'expression d'une colère contre l'injustice fiscale.Cela appelle de notre part un examen de conscience, déclare au Monde le chef de file des députés MoDem, Patrick Mignola.Nous n'aurions peut-être pas dû supprimer l'ISF, car cette mesure hautement ­symbolique nourrit ce sentiment d'injustice fiscale.» « La disparition de l'ISF a été très mal vécue et elle a occulté tout le reste, y compris ce qu'on est en train de faire pour la santé, pour les quartiers », regrette également Delphine ­Bagarry, élue LRM des Alpes-de-Haute-Provence.",{},,[]
77513,"A Matignon, on a tenté de sauver les apparences.« Nous travaillons de façon très étroite avec l'Elysée », y assurait-on mercredi soir.Sans aller jusqu'à citer cette phrase d'Edouard Philippe, qui avait assuré, le 10 octobre : il n'y a pas « le début du commencement de la moitié d'une feuille de papier à cigarette entre le président de la République et le premier ministre .Le retour des couacs Lors du conseil des ministres, Emmanuel Macron a rappelé ses troupes à l'ordre, opposant une fin de non-recevoir à ceux qui voulaient ouvrir le dossier du rétablissement de l'impôt sur la fortune (ISF).",{},,"[[106, 133, 'off']]"
